UserID,Age,TotalCourses,EnrollmentFrequency,AvgCourseRating,AvgSpending,DiversityScore,DepthIndex,Gender_Female,Gender_Male,CourseCategory_Artificial Intelligence,CourseCategory_Business,CourseCategory_Cybersecurity,CourseCategory_Data Science,CourseCategory_Design,CourseCategory_Digital Marketing,CourseCategory_Finance,CourseCategory_Machine Learning,CourseCategory_Marketing,CourseCategory_Programming,CourseCategory_Project Management,CourseCategory_Web Development,CourseLevel_Advanced,CourseLevel_Beginner,CourseLevel_Intermediate,Cluster
U00656,31,1,1,4.14,0.0,1,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
U00657,23,1,1,2.68,89.59,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00658,23,1,1,4.66,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
U00659,33,2,2,4.41,0.0,2,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
U00660,22,2,2,3.16,288.755,2,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00661,23,4,4,2.87,53.0975,3,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
U00662,30,1,1,1.96,285.05,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00663,35,1,1,1.96,285.05,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00664,17,1,1,2.57,117.68,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
U00665,35,1,1,1.3,37.89,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
U00666,30,12,12,2.910833333333333,80.81,9,2.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,3
U00667,18,2,2,3.065,106.195,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
U00668,34,2,2,4.32,0.0,2,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
U00669,20,1,1,1.2,248.1,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00670,17,2,2,4.52,0.0,2,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
U00671,18,1,1,3.15,0.0,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00672,15,1,1,4.11,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
U00673,24,2,2,3.07,190.25,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
U00674,21,1,1,2.0,0.0,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00675,20,1,1,2.01,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
U00676,32,2,2,3.1550000000000002,0.0,2,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00677,35,1,1,3.11,415.51,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00678,33,1,1,4.14,0.0,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
U00679,28,1,1,2.72,276.37,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00680,35,1,1,3.64,487.92,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00681,32,2,2,3.3,0.0,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00682,33,1,1,4.44,0.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
U00683,20,1,1,2.61,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00684,28,3,3,3.0666666666666664,0.0,2,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00685,29,1,1,3.64,487.92,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00686,35,1,1,2.2,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
U00687,29,15,15,2.806,118.366,11,0.8333333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
U00688,30,2,2,2.85,0.39,1,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
U00689,19,2,2,3.67,0.0,2,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00690,29,1,1,4.66,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
U00691,16,1,1,2.61,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00692,27,1,1,3.45,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2
U00693,35,1,1,4.74,57.32,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
U00694,33,1,1,3.6,0.0,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
U00695,31,1,1,4.45,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00696,25,1,1,3.45,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2
U00697,32,1,1,3.85,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00698,32,2,2,3.045,18.945,2,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
U00699,20,2,2,3.2649999999999997,0.0,2,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
U00700,25,1,1,2.57,117.68,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
U00701,32,14,14,3.005,102.54785714285715,10,1.25,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3
U00702,22,3,3,2.5066666666666664,0.0,3,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00703,32,3,3,2.6533333333333333,156.45666666666668,3,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00704,30,13,13,3.506153846153846,117.55692307692308,8,0.8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3
U00705,15,1,1,4.79,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
U00706,21,2,2,3.6900000000000004,393.745,2,1.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00707,29,1,1,4.51,0.0,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2
U00708,29,1,1,4.72,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
U00709,23,14,14,3.5092857142857143,74.49428571428572,10,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3
U00710,19,1,1,1.2,248.1,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00711,27,2,2,2.415,163.995,2,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
U00712,27,2,2,3.05,0.0,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00713,17,1,1,4.74,472.28,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00714,25,3,3,4.273333333333333,0.0,3,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
U00715,25,1,1,3.15,0.0,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00716,29,4,4,3.005,73.755,3,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
U00717,34,1,1,1.91,0.0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
U00718,27,2,2,2.42,142.525,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00719,25,1,1,2.57,117.68,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
U00720,17,1,1,3.11,415.51,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00721,20,1,1,2.61,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00722,16,3,3,1.95,92.12333333333333,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00723,35,14,14,3.0942857142857143,86.69000000000001,10,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,3
U00724,16,15,15,3.530666666666667,91.72066666666666,9,1.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3
U00725,28,1,1,3.32,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
U00726,26,1,1,4.74,472.28,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00727,33,4,4,3.0225,97.4325,3,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
U00728,17,1,1,4.11,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
U00729,30,2,2,3.835,0.0,2,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
U00730,30,2,2,3.31,243.96,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00731,16,2,2,2.6399999999999997,142.525,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00732,22,1,1,1.35,394.26,1,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
U00733,28,1,1,2.61,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00734,20,4,4,2.7875,74.8925,3,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
U00735,17,2,2,2.575,106.195,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00736,19,1,1,4.73,0.0,1,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
U00737,18,2,2,2.625,103.635,2,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00738,29,3,3,3.1300000000000003,83.42666666666666,3,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
U00739,25,1,1,4.1,0.0,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
U00740,34,1,1,1.51,327.99,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
U00741,33,4,4,4.1125,115.41250000000001,3,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
U00742,29,1,1,1.51,327.99,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
U00743,19,4,4,1.96,9.4725,3,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
U00744,15,1,1,2.98,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
U00745,29,2,2,2.335,0.0,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00746,28,2,2,2.3600000000000003,138.185,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00747,28,1,1,2.2,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
U00748,30,2,2,2.335,0.0,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00749,18,1,1,4.72,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
U00750,23,1,1,3.64,487.92,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00751,19,1,1,1.28,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00752,30,13,13,2.8469230769230767,128.20384615384614,9,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
U00753,28,2,2,3.495,0.0,2,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
U00754,33,1,1,4.55,490.9,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00755,31,1,1,1.91,0.0,1,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
U00756,33,1,1,4.1,0.0,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
U00757,22,1,1,2.47,53.86,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
U00758,16,1,1,2.0,0.0,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00759,22,1,1,3.89,0.78,1,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
U00760,21,13,13,3.2353846153846155,121.8223076923077,9,0.14285714285714285,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00761,31,1,1,4.44,0.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
U00762,22,1,1,1.23,346.71,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
U00763,16,1,1,3.02,0.0,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
U00764,18,2,2,2.495,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
U00765,31,11,11,2.641818181818182,108.0,7,1.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
U00766,31,3,3,4.333333333333333,0.0,2,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
U00767,16,14,14,3.0335714285714284,109.25142857142858,10,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3
U00768,19,2,2,3.59,0.0,2,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00769,16,1,1,4.45,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00770,29,1,1,4.73,0.0,1,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
U00771,18,1,1,1.96,285.05,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00772,24,13,13,3.547692307692308,26.354615384615386,9,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3
U00773,25,1,1,2.75,119.04,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
U00774,27,1,1,2.38,0.0,1,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
U00775,29,14,14,3.281428571428571,99.38571428571429,8,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00776,26,1,1,4.55,490.9,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00777,29,4,4,3.6675,249.97,4,1.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00778,33,2,2,2.355,0.0,2,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
U00779,24,1,1,2.38,0.0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
U00780,32,1,1,2.43,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
U00781,18,1,1,3.6,0.0,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
U00782,25,1,1,2.61,0.0,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00783,35,2,2,3.88,28.66,2,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
U00784,22,2,2,4.21,149.785,2,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
U00785,17,1,1,4.66,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
U00786,32,13,13,3.2807692307692307,91.82307692307693,8,2.3333333333333335,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3
U00787,29,9,9,3.12,56.68555555555555,6,0.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00788,24,2,2,1.935,0.0,2,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
U00789,17,2,2,2.475,18.945,2,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
U00790,16,2,2,2.56,173.74499999999998,2,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
U00791,34,2,2,3.305,44.795,2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00792,20,1,1,1.23,346.71,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
U00793,19,4,4,3.45,53.0975,3,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
U00794,23,2,2,2.58,0.0,2,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00795,34,3,3,2.9466666666666668,95.01666666666667,3,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00796,22,2,2,2.215,106.195,2,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
U00797,20,3,3,3.4499999999999997,0.0,3,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
U00798,19,1,1,1.52,0.0,1,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
U00799,26,2,2,2.925,0.0,2,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
U00800,29,2,2,3.92,207.755,2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00801,32,2,2,3.92,207.755,2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00802,31,2,2,2.95,59.52,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00803,26,3,3,2.9633333333333334,92.12333333333333,3,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00804,24,2,2,1.98,44.795,2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00805,18,1,1,4.11,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
U00806,27,1,1,3.65,0.0,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
U00807,35,1,1,4.84,342.61,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
U00808,27,1,1,3.64,0.0,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00809,24,1,1,4.55,490.9,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00810,28,1,1,2.72,276.37,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00811,25,3,3,3.0533333333333332,162.64000000000001,2,0.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
U00812,24,3,3,3.64,95.01666666666667,2,0.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
U00813,33,4,4,3.815,0.0,4,1.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00814,21,1,1,2.01,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
U00815,17,2,2,3.92,207.755,2,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00816,34,3,3,2.106666666666667,29.863333333333333,3,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00817,35,1,1,3.32,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
U00818,20,1,1,4.79,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
U00819,28,14,14,3.027857142857143,81.67214285714286,9,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3
U00820,31,3,3,3.126666666666667,162.64000000000001,3,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00821,23,13,13,2.9061538461538463,122.86923076923077,11,0.42857142857142855,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
U00822,35,1,1,2.43,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
U00823,22,1,1,3.15,212.39,1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
U00824,27,1,1,4.1,0.0,1,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2
U00825,26,3,3,3.703333333333333,162.64000000000001,3,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00826,16,1,1,2.47,53.86,1,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
U00827,26,2,2,4.41,0.0,2,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
U00828,25,3,3,3.9066666666666663,197.61666666666667,3,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00829,22,16,16,3.054375,83.644375,8,0.42857142857142855,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3
U00830,26,1,1,2.69,326.02,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00831,18,2,2,3.16,0.0,2,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00832,20,1,1,3.85,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00833,32,3,3,2.0066666666666664,0.0,3,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
U00834,30,1,1,2.2,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
U00835,33,1,1,3.02,0.0,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
U00836,29,15,15,2.886,62.11333333333334,9,0.42857142857142855,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3
U00837,28,4,4,2.5175,71.2625,3,0.3333333333333333,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00838,25,12,12,2.8408333333333338,85.59916666666668,8,1.2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3
U00839,33,1,1,4.94,0.0,1,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
U00840,18,3,3,2.4533333333333336,131.42,3,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
U00841,29,1,1,1.91,0.0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
U00842,21,2,2,2.7800000000000002,44.795,2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00843,21,1,1,2.72,276.37,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00844,26,1,1,4.72,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
U00845,25,1,1,2.47,53.86,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
U00846,16,1,1,4.74,57.32,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
U00847,23,1,1,4.66,0.0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
U00848,28,4,4,3.7825,103.8775,3,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00849,20,2,2,2.42,124.05,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00850,26,15,15,3.0846666666666662,59.86333333333334,9,4.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,3
U00851,21,1,1,4.73,0.0,1,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
U00852,23,13,13,3.4723076923076923,121.47230769230768,8,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
U00853,24,2,2,2.92,0.0,2,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
U00854,28,2,2,3.3600000000000003,149.785,2,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
U00855,15,1,1,1.28,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00856,21,1,1,2.14,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
U00857,15,1,1,3.32,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
U00858,20,15,15,3.258666666666667,26.431333333333335,8,0.5714285714285714,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
U00859,22,1,1,3.02,0.0,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
U00860,23,1,1,4.55,490.9,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00861,22,1,1,1.73,0.0,1,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
U00862,18,1,1,3.64,487.92,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00863,23,1,1,2.88,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00864,22,1,1,2.0,0.0,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00865,27,1,1,1.96,285.05,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00866,30,1,1,4.73,0.0,1,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
U00867,30,1,1,2.61,0.0,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00868,16,1,1,2.14,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
U00869,19,1,1,2.01,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
U00870,22,15,15,3.4386666666666668,64.40933333333334,10,1.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3
U00871,26,2,2,2.0549999999999997,0.0,2,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
U00872,27,1,1,3.32,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
U00873,28,1,1,4.45,0.0,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00874,25,12,12,3.276666666666667,181.31166666666664,10,1.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3
U00875,23,1,1,4.74,57.32,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
U00876,27,14,14,3.662857142857143,168.03571428571428,11,1.6666666666666667,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
U00877,35,1,1,4.55,490.9,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
